file,protein,n,pcc,E5top,E5bot,E5max,E15top,E15bot,E15max
abl_anchor_w0.3_s42_e14,1GYZ,1125,0.7289910339845108,0.7174744897959184,10.762117346938776,20.089285714285715,1.7538265306122445,4.145408163265305,6.696428571428571
abl_anchor_w0.3_s42_e14,1PSE,1217,0.679526914252836,3.3805555555555555,9.1275,20.283333333333335,1.9105180533751962,4.372147083685546,6.686813186813187
abl_anchor_w0.3_s42_e14,1QKH,1271,0.5154907733930045,1.9213907785336355,7.365331317712269,20.174603174603174,2.112465373961219,3.2391135734072027,6.689473684210526
abl_anchor_w0.3_s42_e14,1QP2,1082,0.5872359080894474,4.081618655692729,8.53429355281207,20.037037037037038,2.721079103795153,3.7105624142661173,6.679012345679013
abl_anchor_w0.3_s42_e14,1TUC,1043,0.7708133751157591,5.400147928994082,11.571745562130175,20.057692307692307,2.8286489151873764,4.414406640368178,6.685897435897436
abl_anchor_w0.3_s42_e14,1W4H,801,0.8234894928552772,7.008750000000001,13.516875000000002,20.025,2.55875,4.895,6.675
abl_anchor_w0.3_s42_e14,2BTH,800,0.7926706488830506,5.999999999999999,10.999999999999998,20.0,1.9444444444444444,4.722222222222222,6.666666666666667
abl_anchor_w0.3_s42_e14,2K1B,933,0.8045262116707085,9.25945179584121,9.25945179584121,20.282608695652176,3.6217069509859736,5.070389731380363,6.712230215827338
abl_anchor_w0.3_s42_e14,2K28,919,0.8009628526486036,7.261234567901235,9.530370370370372,20.42222222222222,3.035750439554585,4.30880707549683,6.708029197080292
abl_anchor_w0.3_s42_e14,2K5H,1124,0.85034297712845,3.225765306122449,11.46938775510204,20.071428571428573,2.469104308390023,5.057681405895693,6.690476190476191
abl_anchor_w0.3_s42_e14,2KVS,1206,0.49257283589244616,2.01,8.375,20.1,1.7494444444444446,3.8711111111111114,6.7
abl_anchor_w0.3_s42_e14,2KWH,979,0.7833589383600501,9.34809027777778,11.472656250000002,20.395833333333332,3.2149559016701064,4.7765059110527295,6.705479452054795
abl_anchor_w0.3_s42_e14,2KXD,1172,0.7682217407626662,0.6967895362663497,11.148632580261594,20.20689655172414,1.4159673469387755,4.630595918367347,6.6971428571428575
abl_anchor_w0.3_s42_e14,2L33,1333,0.7863993846221805,3.366161616161617,11.934573002754822,20.196969696969695,1.7166990732557257,4.948132622913563,6.698492462311558
abl_anchor_w0.3_s42_e14,2LQK,989,0.6118800098987529,4.531028738025823,6.178675551853394,20.183673469387756,2.8897005113221335,4.560308619430241,6.6824324324324325
abl_anchor_w0.3_s42_e14,2WXC,786,0.8520788780640988,9.818540433925051,11.368836291913217,20.153846153846153,2.698663160201622,5.397326320403244,6.717948717948718
abl_anchor_w0.3_s42_e14,3DKM,1238,0.6417073196085558,1.6635313087879604,9.64848159097017,20.295081967213115,2.4958948137326518,3.581066471877283,6.691891891891892
abl_anchor_w0.3_s42_e14,4C26,1159,0.7844442319027513,4.280701754385965,14.269005847953217,20.333333333333332,2.12987403521668,4.80189782485215,6.699421965317919
abl_anchor_w0.3_s42_e14,6EWS,1035,0.7971168766552373,7.958477508650518,8.75432525951557,20.294117647058822,3.1448491155046825,4.911134235171696,6.67741935483871
abl_anchor_w0.3_s42_e14,6EWT,1024,0.79335336216155,4.330642060745867,12.9919261822376,20.07843137254902,2.537143833568286,4.811824511939852,6.69281045751634
abl_anchor_w0.3_s42_e14,6EWU,1009,0.802636693921975,10.09,12.5116,20.18,3.4074382702513044,4.690759177229069,6.682119205298013
abl_anchor_w0.3_s42_e14,HEEH_KT_rd6_0746,806,0.7369116337376426,2.015,11.58625,20.15,2.630694444444445,4.365833333333334,6.716666666666667
abl_anchor_w0.3_s42_e14,HEEH_KT_rd6_0793,795,0.4120158550017602,3.658777120315581,6.794871794871794,20.384615384615383,2.021043711602288,3.7052468046041946,6.680672268907563
abl_anchor_w0.3_s42_e14,HHH_rd1_0142,803,0.7329857688976519,3.01125,9.535625,20.075,2.732430555555556,4.795694444444445,6.691666666666666
abl_anchor_w0.3_s42_e14,HHH_rd1_0244,770,0.8382506015444645,5.865650969529085,10.664819944598337,20.263157894736842,3.7262759924385636,4.890737240075615,6.695652173913044
abl_anchor_w0.3_s42_e14,r11_1081_TrROS_Hall,897,0.7741365945436884,0.9266528925619836,15.753099173553721,20.386363636363637,2.1480842058364895,4.895633771441301,6.6940298507462686
abl_anchor_w0.3_s42_e14,r12_757_TrROS_Hall,981,0.7111468988306601,9.805914202415659,6.945855893377759,20.020408163265305,3.3594335693461064,4.267388588088297,6.673469387755102
abl_anchor_w0.3_s42_e14,r18_3_TrROS_Hall,989,0.8063439944187466,1.2357351103706788,14.00499791753436,20.183673469387756,1.5803049671292917,5.237582176771367,6.6824324324324325
abl_anchor_w1.0_s42_e14,1GYZ,1125,0.6972838158118868,1.4349489795918369,10.04464285714286,20.089285714285715,1.7538265306122445,4.0258290816326525,6.696428571428571
abl_anchor_w1.0_s42_e14,1PSE,1217,0.6516786315683749,3.0425,8.789444444444445,20.283333333333335,1.9472587851708731,4.335406351889868,6.686813186813187
abl_anchor_w1.0_s42_e14,1QKH,1271,0.5484187957150765,2.8820861678004532,8.64625850340136,20.174603174603174,2.0420498614958453,3.4503601108033246,6.689473684210526
abl_anchor_w1.0_s42_e14,1QP2,1082,0.5571164879179297,3.7105624142661173,8.905349794238681,20.037037037037038,2.597393689986282,3.4631915866483762,6.679012345679013
abl_anchor_w1.0_s42_e14,1TUC,1043,0.7055560252173075,4.62869822485207,11.18602071005917,20.057692307692307,2.400065746219592,4.157256738987508,6.685897435897436
abl_anchor_w1.0_s42_e14,1W4H,801,0.8174950394600781,8.510625000000001,13.016250000000001,20.025,2.8368749999999996,4.950625,6.675
abl_anchor_w1.0_s42_e14,2BTH,800,0.7341396666643855,5.499999999999999,7.499999999999998,20.0,2.2222222222222223,4.444444444444445,6.666666666666667
abl_anchor_w1.0_s42_e14,2K1B,933,0.7870398015756476,7.9366729678638945,10.141304347826088,20.282608695652176,3.2353915428808033,4.684074323275192,6.712230215827338
abl_anchor_w1.0_s42_e14,2K28,919,0.7929100396623445,5.899753086419754,9.530370370370372,20.42222222222222,2.839895572486547,4.259843358729821,6.708029197080292
abl_anchor_w1.0_s42_e14,2K5H,1124,0.8269052172583417,4.301020408163265,10.752551020408164,20.071428571428573,2.508928571428572,4.938208616780046,6.690476190476191
abl_anchor_w1.0_s42_e14,2KVS,1206,0.44565766401204393,0.6699999999999999,6.699999999999999,20.1,1.637777777777778,3.2383333333333337,6.7
abl_anchor_w1.0_s42_e14,2KWH,979,0.7518570870958844,6.7986111111111125,9.773003472222223,20.395833333333332,2.985316194407956,4.730577969600299,6.705479452054795
abl_anchor_w1.0_s42_e14,2KXD,1172,0.7098548831754881,0.6967895362663497,9.40665873959572,20.20689655172414,1.3776979591836735,4.247902040816327,6.6971428571428575
abl_anchor_w1.0_s42_e14,2L33,1333,0.7625306874920842,1.530073461891644,10.40449954086318,20.196969696969695,1.5820560086866493,4.64518572763314,6.698492462311558
abl_anchor_w1.0_s42_e14,2LQK,989,0.6162409680845012,3.7072053311120365,5.354852144939609,20.183673469387756,2.7542457998539085,4.560308619430241,6.6824324324324325
abl_anchor_w1.0_s42_e14,2WXC,786,0.8386399086753247,9.301775147928996,11.368836291913217,20.153846153846153,2.8134998904229676,5.397326320403244,6.717948717948718
abl_anchor_w1.0_s42_e14,3DKM,1238,0.606718040739938,1.3308250470303684,9.64848159097017,20.295081967213115,2.3873776479181883,3.4363769174579986,6.691891891891892
abl_anchor_w1.0_s42_e14,4C26,1159,0.7760959021204931,3.923976608187135,14.269005847953217,20.333333333333332,1.8975241404657692,5.072972702061546,6.699421965317919
abl_anchor_w1.0_s42_e14,6EWS,1035,0.7914027652102213,7.958477508650518,9.948096885813149,20.294117647058822,2.9294484911550467,4.8680541103017685,6.67741935483871
abl_anchor_w1.0_s42_e14,6EWT,1024,0.7670154141782027,5.511726259131104,10.629757785467127,20.07843137254902,2.2309368191721135,4.811824511939852,6.69281045751634
abl_anchor_w1.0_s42_e14,6EWU,1009,0.7699400386359501,9.686399999999999,12.108,20.18,3.3631858251831055,4.646506732160869,6.682119205298013
abl_anchor_w1.0_s42_e14,HEEH_KT_rd6_0746,806,0.6763582768134695,2.015,10.57875,20.15,1.959027777777778,4.309861111111111,6.716666666666667
abl_anchor_w1.0_s42_e14,HEEH_KT_rd6_0793,795,0.43104734151382523,3.1360946745562126,7.317554240631162,20.384615384615383,2.1333239178024153,3.1999858767036224,6.680672268907563
abl_anchor_w1.0_s42_e14,HHH_rd1_0142,803,0.7326061907752616,1.505625,11.543125,20.075,2.676666666666667,4.907222222222223,6.691666666666666
abl_anchor_w1.0_s42_e14,HHH_rd1_0244,770,0.7378856893856173,5.3324099722991685,11.73130193905817,20.263157894736842,3.3187145557655957,4.541398865784499,6.695652173913044
abl_anchor_w1.0_s42_e14,r11_1081_TrROS_Hall,897,0.7430040031999727,1.8533057851239672,15.753099173553721,20.386363636363637,1.7484406326576076,4.945589218088662,6.6940298507462686
abl_anchor_w1.0_s42_e14,r12_757_TrROS_Hall,981,0.6914286756157279,7.354435651811745,6.537276134943773,20.020408163265305,3.0416493127863395,4.131195335276969,6.673469387755102
abl_anchor_w1.0_s42_e14,r18_3_TrROS_Hall,989,0.8130484671406488,1.2357351103706788,11.945439400249896,20.183673469387756,2.0769722425127832,5.418188458729,6.6824324324324325
abl_anchor_w3.0_s42_e13,1GYZ,1125,0.5650932828429793,1.4349489795918369,8.609693877551022,20.089285714285715,1.2755102040816324,3.268494897959183,6.696428571428571
abl_anchor_w3.0_s42_e13,1PSE,1217,0.6557474215124501,2.366388888888889,7.099166666666667,20.283333333333335,1.8370365897838425,4.07822122932013,6.686813186813187
abl_anchor_w3.0_s42_e13,1QKH,1271,0.41059558766549126,3.202317964222726,5.443940539178634,20.174603174603174,2.006842105263158,2.499750692520776,6.689473684210526
